//大二下::循环系统::英文
问答题：
"hypertensive heart disease","音标：/ˌhaɪpərˈtɛnsɪv/ /hɑrt/ /dɪˈziz/<br>释义：高血压性心脏病<br>词组：""hypertensive""（由 hyper- “过度” + tens “张力” + -ive 构成，表示“高血压性的”。）<br>词组：""heart""（心脏。）<br>词组：""disease""（疾病，源自 dis- “失去正常” + ease “舒适”。）<br>构词：整体对应“高血压性心脏病”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::hypertensive-heart-disease 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"hypertrophic cardiomyopathy","音标：/ˌhaɪpərˈtroʊfɪk/ /cardiomyopathy/<br>释义：肥厚性心肌病<br>词组：""hypertrophic""（hyper-：过度，源自希腊语 hyper “over”。；-ic：……的。）<br>词组：""cardiomyopathy""（由 cardio- “心” + myo- “肌” + -pathy “疾病” 构成，表示“心肌病”。）<br>构词：整体对应“肥厚性心肌病”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::hypertrophic-cardiomyopathy 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"incegnn","音标：/incegnn/<br>释义：整合素<br>词组：""incegnn""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“整合素”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::incegnn 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"infarction","音标：/ˌɪnˈfɑrkʃən/<br>释义：梗死<br>词组：""infarction""（由 infarct “梗死、填塞” + -ion “过程、结果” 构成，表示“梗死”。）<br>构词：整体对应“梗死”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::infarction 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"infective endocarditis, IE","音标：/ˌɪnˈfɛktɪv/ /endocarditis/ /aɪ/ /iː/<br>释义：感染性心内膜炎<br>词组：""infective""（由 infect “感染” + -ive “具有……性质的” 构成，表示“感染性的”。）<br>词组：""endocarditis""（由 endo- “内” + cardi “心” + -itis “炎症” 构成，表示“心内膜炎”。）<br>缩写：""IE""（infective endocarditis 的缩写形式。）<br>构词：整体对应“感染性心内膜炎”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::infective-endocarditis 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"inflammatory hyperemia","音标：/ɪnˈflæməˌtɔri/ /hyperemia/<br>释义：炎症性充血<br>词组：""inflammatory""（由 inflamm “点燃、炎症反应” + -atory 构成，表示“炎症性的”。）<br>词组：""hyperemia""（由 hyper- “过度” + -emia “血液状态” 构成，表示“局部血液过多、充血”。）<br>构词：整体对应“炎症性充血”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::inflammatory-hyperemia 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"inhibitors of plasminogen activator, PAIs","音标：/ˌɪnˈhɪbətərz/ /əv/ /ˌplæzˈmɪnəʤɪn/ /ˈæktəˌveɪtər/ /piː/ /eɪ/ /aɪ/ /ɛs/<br>释义：纤维蛋白溶解酶原活化因子的抑制因子<br>词组：""inhibitors""（由 inhibit “抑制” + -or “执行者” + -s 复数构成，表示“抑制剂”。）<br>词组：""plasminogen""（由 plasm/plasmin “形成、塑造；纤溶系统相关词根” + -gen “产生、前体” 构成，表示“纤溶酶原”。）<br>词组：""activator""（由 activate “激活” + -or “执行者” 构成，表示“激活物”。）<br>缩写：""PAIs""（inhibitors of plasminogen activator 的缩写形式。）<br>构词：整体对应“纤维蛋白溶解酶原活化因子的抑制因子”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::inhibitors-of-plasminogen-activator 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"intermediate density lipoprotein, IDL","音标：/ˌɪnərˈmidiɪt/ /ˈdɛnsɪti/ /ˌlɪpəˈproʊtin/ /aɪ/ /diː/ /ɛl/<br>释义：中间密度脂蛋白<br>词组：""intermediate""（中间的、中介的。）<br>词组：""density""（密度，源自拉丁语 densus “稠密、致密”。）<br>词组：""lipoprotein""（由 lipo- “脂肪” + protein “蛋白” 构成。）<br>缩写：""IDL""（intermediate density lipoprotein 的缩写形式。）<br>构词：整体对应“中间密度脂蛋白”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::intermediate-density-lipoprotein 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Keshan's disease","音标：/keshan/ /ɛs/ /dɪˈziz/<br>释义：克山病<br>词组：""Keshan""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""s""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""disease""（疾病，源自 dis- “失去正常” + ease “舒适”。）<br>构词：整体对应“克山病”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::keshan-s-disease 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"lactate dehydrogenase, LDH","音标：/ˈlækteɪt/ /dehydrogenase/ /ɛl/ /diː/ /eɪtʃ/<br>释义：乳酸脱氢酶<br>词组：""lactate""（乳酸盐，来自 lact- “乳”。）<br>词组：""dehydrogenase""（-ase：酶。）<br>缩写：""LDH""（lactate dehydrogenase 的缩写形式。）<br>构词：整体对应“乳酸脱氢酶”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::lactate-dehydrogenase 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"lipid zone","音标：/ˈlaɪpəd/ /zoʊn/<br>释义：脂质区<br>词组：""lipid""（脂质，源自希腊语 lipos “脂肪”。）<br>词组：""zone""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“脂质区”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::lipid-zone 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"lipoprotein","音标：/ˌlɪpəˈproʊtin/<br>释义：脂蛋白<br>词组：""lipoprotein""（由 lipo- “脂肪” + protein “蛋白” 构成。）<br>构词：整体对应“脂蛋白”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::lipoprotein 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"local edema","音标：/ˈloʊkəl/ /ɪˈdimə/<br>释义：局部性水肿<br>词组：""local""（-al：……的。）<br>词组：""edema""（源自希腊语 oidēma，原义为 swelling，表示“水肿”。）<br>构词：整体对应“局部性水肿”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::local-edema 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"low density lipoprotein, LDL","音标：/loʊ/ /ˈdɛnsɪti/ /ˌlɪpəˈproʊtin/ /ɛl/ /diː/ /ɛl/<br>释义：低密度脂蛋白<br>词组：""low""（低的。）<br>词组：""density""（密度，源自拉丁语 densus “稠密、致密”。）<br>词组：""lipoprotein""（由 lipo- “脂肪” + protein “蛋白” 构成。）<br>缩写：""LDL""（low density lipoprotein 的缩写形式。）<br>构词：整体对应“低密度脂蛋白”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::low-density-lipoprotein 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"malignant hypertension","音标：/məˈlɪgnənt/ /ˌhaɪpərˈtɛnʃən/<br>释义：恶性高血压病<br>词组：""malignant""（恶性的，源自拉丁语 malignus。）<br>词组：""hypertension""（由 hyper- “过度” + tens “张力、伸展” + -ion “状态” 构成，表示“压力过高的状态”。）<br>构词：整体对应“恶性高血压病”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::malignant-hypertension 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"microaneurysm","音标：/microaneurysm/<br>释义：微小动脉瘤<br>词组：""microaneurysm""（由 micro- “微小” + aneurysm “动脉瘤” 构成，表示“微动脉瘤”。）<br>构词：整体对应“微小动脉瘤”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::microaneurysm 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"microinfarct","音标：/microinfarct/<br>释义：微梗死灶<br>词组：""microinfarct""（由 micro- “微小” + infarct “梗死灶” 构成，表示“微梗死灶”。）<br>构词：整体对应“微梗死灶”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::microinfarct 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"microthrombus","音标：/microthrombus/<br>释义：微血栓<br>词组：""microthrombus""（由 micro- “微小” + thrombus “血栓” 构成，表示“微血栓”。）<br>构词：整体对应“微血栓”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::microthrombus 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"mitral insufficiency","音标：/ˈmaɪtrəl/ /insufficiency/<br>释义：二尖瓣关闭不全<br>词组：""mitral""（-al：……的。）<br>词组：""insufficiency""（由 in- “不” + sufficient “足够的” + -cy “性质” 构成，表示“功能不足”。）<br>构词：整体对应“二尖瓣关闭不全”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::mitral-insufficiency 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"mitral stenosis","音标：/ˈmaɪtrəl/ /stenosis/<br>释义：二尖瓣狭窄<br>词组：""mitral""（-al：……的。）<br>词组：""stenosis""（-osis：病理状态、异常过程。）<br>构词：整体对应“二尖瓣狭窄”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::mitral-stenosis 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"mixed thrombus","音标：/mɪkst/ /thrombus/<br>释义：混合血栓<br>词组：""mixed""（混合的。）<br>词组：""thrombus""（源自希腊语 thrombos，原义为 lump / clot，表示“血栓”。）<br>构词：整体对应“混合血栓”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::mixed-thrombus 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"monckeberg medial calcific sclerosis","音标：/monckeberg/ /ˈmidjəl/ /calcific/ /sklərˈoʊsəs/<br>释义：动脉中膜钙化<br>词组：""monckeberg""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""medial""（-al：……的。）<br>词组：""calcific""（-ic：……的。）<br>词组：""sclerosis""（-osis：病理状态、异常过程。）<br>构词：整体对应“动脉中膜钙化”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::monckeberg-medial-calcific-sclerosis 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"monocyte chemoattractant protein-1, MCP-1","音标：/monocyte/ /chemoattractant/ /protein-1/ /ɛm/ /siː/ /piː/<br>释义：单核细胞趋化蛋白-1<br>词组：""monocyte""（-cyte：细胞。）<br>词组：""chemoattractant""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""protein-1""（本轮先按整词保留；建议后续人工补更细词源。）<br>缩写：""MCP-1""（monocyte chemoattractant protein-1 的缩写形式。）<br>构词：整体对应“单核细胞趋化蛋白-1”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::monocyte-chemoattractant-protein-1 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"mural thrombi","音标：/mˈjʊrəl/ /thrombi/<br>释义：附壁血栓<br>词组：""mural""（-al：……的。）<br>词组：""thrombi""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“附壁血栓”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::mural-thrombi 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"myocardial fibrosis","音标：/ˌmaɪəˈkɑrdiəl/ /faɪˈbroʊsɪs/<br>释义：心肌纤维化<br>词组：""myocardial""（由 myo- “肌” + cardi “心” + -al “……的” 构成，表示“心肌的”。）<br>词组：""fibrosis""（-osis：病理状态、异常过程。）<br>构词：整体对应“心肌纤维化”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::myocardial-fibrosis 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"myocardial infarction, MI","音标：/ˌmaɪəˈkɑrdiəl/ /ˌɪnˈfɑrkʃən/ /ɛm/ /aɪ/<br>释义：心肌梗死<br>词组：""myocardial""（由 myo- “肌” + cardi “心” + -al “……的” 构成，表示“心肌的”。）<br>词组：""infarction""（由 infarct “梗死、填塞” + -ion “过程、结果” 构成，表示“梗死”。）<br>缩写：""MI""（myocardial infarction 的缩写形式。）<br>构词：整体对应“心肌梗死”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::myocardial-infarction 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"necrotizing arteriolitis","音标：/necrotizing/ /arteriolitis/<br>释义：坏死性细动脉炎<br>词组：""necrotizing""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""arteriolitis""（arterio-：动脉。；-itis：炎症。）<br>构词：整体对应“坏死性细动脉炎”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::necrotizing-arteriolitis 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"nutmeg liver","音标：/ˈnətˌmɛg/ /ˈlɪvər/<br>释义：槟榔肝<br>词组：""nutmeg""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""liver""（肝。）<br>构词：整体对应“槟榔肝”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::nutmeg-liver 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Osler nodule","音标：/ˈɑzlər/ /ˈnɑʤul/<br>释义：欧氏小结<br>词组：""Osler""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""nodule""（小结节，由 nod- “结” + -ule “小” 构成。）<br>构词：整体对应“欧氏小结”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::osler-nodule 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"oxidization","音标：/oxidization/<br>释义：氧化<br>词组：""oxidization""（-tion：状态、过程。）<br>构词：整体对应“氧化”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::oxidization 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"oxtdized LDL, ox-LDL","音标：/oxtdized/ /ɛl/ /diː/ /ɛl/ /oʊ/ /ɛks/ /ɛl/ /diː/ /ɛl/<br>释义：氧化型 LDL<br>词组：""oxtdized""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""LDL""（本轮先按整词保留；建议后续人工补更细词源。）<br>缩写：""ox-LDL""（oxtdized LDL 的缩写形式。）<br>构词：整体对应“氧化型 LDL”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::oxtdized-ldl 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"pale thrombus","音标：/peɪl/ /thrombus/<br>释义：白色血栓<br>词组：""pale""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""thrombus""（源自希腊语 thrombos，原义为 lump / clot，表示“血栓”。）<br>构词：整体对应“白色血栓”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::pale-thrombus 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"passive hyperemia","音标：/ˈpæsɪv/ /hyperemia/<br>释义：被动性充血<br>词组：""passive""（-ive：具有……性质的。）<br>词组：""hyperemia""（由 hyper- “过度” + -emia “血液状态” 构成，表示“局部血液过多、充血”。）<br>构词：整体对应“被动性充血”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::passive-hyperemia 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"pericardial adhesion","音标：/pericardial/ /æˈdhiʒən/<br>释义：心包粘连<br>词组：""pericardial""（peri-：周围，源自希腊语 peri “around”。；-al：……的。）<br>词组：""adhesion""（由 ad- “向、附着于” + haerere “粘附” 演变而来，表示“黏附”。）<br>构词：整体对应“心包粘连”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::pericardial-adhesion 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"pericarditis","音标：/pericarditis/<br>释义：心包炎<br>词组：""pericarditis""（由 peri- “周围” + cardi “心” + -itis “炎症” 构成，表示“心包炎”。）<br>构词：整体对应“心包炎”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::pericarditis 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"pericarditis calcification","音标：/pericarditis/ /calcification/<br>释义：钙化性心包炎<br>词组：""pericarditis""（由 peri- “周围” + cardi “心” + -itis “炎症” 构成，表示“心包炎”。）<br>词组：""calcification""（-tion：状态、过程。）<br>构词：整体对应“钙化性心包炎”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::pericarditis-calcification 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"petechiae","音标：/petechiae/<br>释义：瘀点<br>词组：""petechiae""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“瘀点”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::petechiae 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"phlebolith","音标：/phlebolith/<br>释义：静脉石<br>词组：""phlebolith""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“静脉石”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::phlebolith 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"platelet-derived growth factor, PDGF","音标：/platelet-derived/ /groʊθ/ /ˈfæktər/ /piː/ /diː/ /dʒiː/ /ɛf/<br>释义：血小板源性生长因子<br>词组：""platelet-derived""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""growth""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""factor""（因子，源自拉丁语 facere “做、产生”。）<br>缩写：""PDGF""（platelet-derived growth factor 的缩写形式。）<br>构词：整体对应“血小板源性生长因子”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::platelet-derived-growth-factor 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"primary granular atrophy of the kidney","音标：/ˈpraɪˌmɛri/ /ˈgrænjələr/ /ˈætrəfi/ /əv/ /ðə/ /ˈkɪdni/<br>释义：原发性颗粒性固缩肾<br>词组：""primary""（首发的、原发的，源自拉丁语 primarius。）<br>词组：""granular""（-ar：……的。）<br>词组：""atrophy""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""kidney""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“原发性颗粒性固缩肾”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::primary-granular-atrophy-of-the-kidney 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"primary hypertension","音标：/ˈpraɪˌmɛri/ /ˌhaɪpərˈtɛnʃən/<br>释义：原发性高血压<br>词组：""primary""（首发的、原发的，源自拉丁语 primarius。）<br>词组：""hypertension""（由 hyper- “过度” + tens “张力、伸展” + -ion “状态” 构成，表示“压力过高的状态”。）<br>构词：整体对应“原发性高血压”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::primary-hypertension 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"propagating thrombus","音标：/ˈprɑpəˌgeɪtɪŋ/ /thrombus/<br>释义：延续性血栓<br>词组：""propagating""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""thrombus""（源自希腊语 thrombos，原义为 lump / clot，表示“血栓”。）<br>构词：整体对应“延续性血栓”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::propagating-thrombus 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"prostacyclin GI2, PGI2","音标：/prostacyclin/ /dʒiː/ /aɪ/ /piː/ /dʒiː/ /aɪ/<br>释义：前列环素<br>词组：""prostacyclin""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""GI2""（本轮先按整词保留；建议后续人工补更细词源。）<br>缩写：""PGI2""（prostacyclin GI2 的缩写形式。）<br>构词：整体对应“前列环素”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::prostacyclin-gi2 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"pulmonary embolism","音标：/ˈpʊlməˌnɛri/ /ˈɛmboʊˌlɪzəm/<br>释义：肺动脉栓塞<br>词组：""pulmonary""（由 pulmon- “肺” + -ary 构成，表示“肺的”。）<br>词组：""embolism""（由 embol- “栓、塞入物” + -ism “状态、过程” 构成，表示“栓塞”。）<br>构词：整体对应“肺动脉栓塞”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::pulmonary-embolism 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"purpura","音标：/purpura/<br>释义：紫癜<br>词组：""purpura""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“紫癜”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::purpura 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"purulent or suppurative pericarditis","音标：/ˈpjʊrulənt/ /ər/ /suppurative/ /pericarditis/<br>释义：化脓性心包炎<br>词组：""purulent""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""suppurative""（-ive：具有……性质的。）<br>词组：""pericarditis""（由 peri- “周围” + cardi “心” + -itis “炎症” 构成，表示“心包炎”。）<br>构词：整体对应“化脓性心包炎”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::purulent-or-suppurative-pericarditis 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"recanalization","音标：/recanalization/<br>释义：再通<br>词组：""recanalization""（-tion：状态、过程。）<br>构词：整体对应“再通”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::recanalization 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"red infarct","音标：/rɛd/ /infarct/<br>释义：红色梗死<br>词组：""red""（红色的。）<br>词组：""infarct""（源自拉丁语 infarcire “塞入、填满”，表示“梗死灶”。）<br>构词：整体对应“红色梗死”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::red-infarct 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"red thrombus","音标：/rɛd/ /thrombus/<br>释义：红色血栓<br>词组：""red""（红色的。）<br>词组：""thrombus""（源自希腊语 thrombos，原义为 lump / clot，表示“血栓”。）<br>构词：整体对应“红色血栓”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::red-thrombus 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"regional myocardial infarction","音标：/ˈriʤənəl/ /ˌmaɪəˈkɑrdiəl/ /ˌɪnˈfɑrkʃən/<br>释义：区域性心肌梗死<br>词组：""regional""（-al：……的。）<br>词组：""myocardial""（由 myo- “肌” + cardi “心” + -al “……的” 构成，表示“心肌的”。）<br>词组：""infarction""（由 infarct “梗死、填塞” + -ion “过程、结果” 构成，表示“梗死”。）<br>构词：整体对应“区域性心肌梗死”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::regional-myocardial-infarction 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"release reaction","音标：/riˈlis/ /riˈækʃən/<br>释义：释放反应<br>词组：""release""（-ase：酶。）<br>词组：""reaction""（-tion：状态、过程。）<br>构词：整体对应“释放反应”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::release-reaction 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"restrictive cardiomyopathy","音标：/riˈstrɪktɪv/ /cardiomyopathy/<br>释义：限制性心肌病<br>词组：""restrictive""（-ive：具有……性质的。）<br>词组：""cardiomyopathy""（由 cardio- “心” + myo- “肌” + -pathy “疾病” 构成，表示“心肌病”。）<br>构词：整体对应“限制性心肌病”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::restrictive-cardiomyopathy 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"retrograde embolism","音标：/ˈrɛtrəˌgreɪd/ /ˈɛmboʊˌlɪzəm/<br>释义：逆行性栓塞<br>词组：""retrograde""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""embolism""（由 embol- “栓、塞入物” + -ism “状态、过程” 构成，表示“栓塞”。）<br>构词：整体对应“逆行性栓塞”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::retrograde-embolism 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"rheumatic arteritis","音标：/ruˈmætɪk/ /arteritis/<br>释义：风湿性动脉炎<br>词组：""rheumatic""（由 rheumat- “流动、流出” 演变而来，医学上表示“风湿性的”。）<br>词组：""arteritis""（-itis：炎症。）<br>构词：整体对应“风湿性动脉炎”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::rheumatic-arteritis 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"rheumatic arthritis","音标：/ruˈmætɪk/ /ɑrθˈraɪtɪs/<br>释义：风湿性关节炎<br>词组：""rheumatic""（由 rheumat- “流动、流出” 演变而来，医学上表示“风湿性的”。）<br>词组：""arthritis""（-itis：炎症。）<br>构词：整体对应“风湿性关节炎”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::rheumatic-arthritis 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"rheumatic myocarditis","音标：/ruˈmætɪk/ /myocarditis/<br>释义：风湿性心肌炎<br>词组：""rheumatic""（由 rheumat- “流动、流出” 演变而来，医学上表示“风湿性的”。）<br>词组：""myocarditis""（由 myo- “肌” + cardi “心” + -itis “炎症” 构成，表示“心肌炎”。）<br>构词：整体对应“风湿性心肌炎”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::rheumatic-myocarditis 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"rheumatic pancarditis","音标：/ruˈmætɪk/ /pancarditis/<br>释义：风湿性全心炎<br>词组：""rheumatic""（由 rheumat- “流动、流出” 演变而来，医学上表示“风湿性的”。）<br>词组：""pancarditis""（-itis：炎症。）<br>构词：整体对应“风湿性全心炎”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::rheumatic-pancarditis 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"rheumatic pedocarditis","音标：/ruˈmætɪk/ /pedocarditis/<br>释义：风湿性心内膜炎<br>词组：""rheumatic""（由 rheumat- “流动、流出” 演变而来，医学上表示“风湿性的”。）<br>词组：""pedocarditis""（-itis：炎症。）<br>构词：整体对应“风湿性心内膜炎”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::rheumatic-pedocarditis 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"rheumatic pericarditis","音标：/ruˈmætɪk/ /pericarditis/<br>释义：风湿性心包炎<br>词组：""rheumatic""（由 rheumat- “流动、流出” 演变而来，医学上表示“风湿性的”。）<br>词组：""pericarditis""（由 peri- “周围” + cardi “心” + -itis “炎症” 构成，表示“心包炎”。）<br>构词：整体对应“风湿性心包炎”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::rheumatic-pericarditis 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"rheumatism","音标：/ˈruməˌtɪzəm/<br>释义：风湿病<br>词组：""rheumatism""（-ism：状态、学说。）<br>构词：整体对应“风湿病”这一循环系统整合课术语。","大二下::循环系统::英文::病理学::rheumatism 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
